File Name,Severity Level,Message
src/calibre/ebooks/conversion/plugins/txt_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/txt_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/txt_input.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/conversion/plugins/epub_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/epub_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/epub_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/epub_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/docx_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/lrf_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/htmlz_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/oeb_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/pdf_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/pdf_output.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/conversion/plugins/pdf_output.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/conversion/plugins/chm_input.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/chm_input.py,1,Using BODY to parse untrusted XML data is known to be vulnerable to XML attacks. Replace BODY with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/fb2_input.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/mobi_input.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/html_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/html_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/conversion/plugins/html_output.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/oeb/polish/container.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/oeb/polish/container.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/oeb/polish/container.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/oeb/transforms/flatcss.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/oeb/transforms/flatcss.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/oeb/transforms/structure.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/oeb/iterator/book.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/oeb/iterator/book.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/oeb/iterator/book.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/txt/processor.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/txt/processor.py,1,"Try, Except, Continue detected."
src/calibre/ebooks/mobi/tweak.py,1,"Try, Except, Pass detected."
src/calibre/ebooks/mobi/reader/mobi8.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/ebooks/mobi/reader/mobi8.py,1,"Try, Except, Pass detected."
src/calibre/utils/config_base.py,1,Consider possible security implications associated with pickle module.
src/calibre/utils/config_base.py,1,"Try, Except, Pass detected."
src/calibre/utils/config_base.py,1,"Try, Except, Pass detected."
src/calibre/utils/config_base.py,1,"Try, Except, Pass detected."
src/calibre/utils/config_base.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/worker.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/pool.py,1,Consider possible security implications associated with subprocess module.
src/calibre/utils/ipc/pool.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/pool.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/pool.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/simple_worker.py,1,"Try, Except, Pass detected."
src/calibre/utils/ipc/simple_worker.py,1,Consider possible security implications associated with subprocess module.
src/calibre/utils/ipc/simple_worker.py,1,subprocess call - check for execution of untrusted input.
src/calibre/utils/ipc/simple_worker.py,1,"Try, Except, Pass detected."
src/calibre/utils/fonts/win_fonts.py,1,"Try, Except, Pass detected."
src/calibre/utils/open_with/osx.py,1,Consider possible security implications associated with subprocess module.
src/calibre/utils/open_with/osx.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/utils/open_with/osx.py,1,Starting a process with a partial executable path
src/calibre/utils/open_with/osx.py,1,subprocess call - check for execution of untrusted input.
src/calibre/web/feeds/news.py,1,Using document_fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace document_fromstring with the equivalent defusedxml package.
src/calibre/web/feeds/news.py,1,"Try, Except, Pass detected."
src/calibre/web/feeds/news.py,1,Using tostring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace tostring with the equivalent defusedxml package.
src/calibre/srv/books.py,1,"Try, Except, Continue detected."
src/calibre/srv/books.py,1,"Try, Except, Continue detected."
src/calibre/srv/embedded.py,1,"Try, Except, Pass detected."
src/calibre/srv/embedded.py,1,"Try, Except, Pass detected."
src/calibre/srv/embedded.py,1,"Try, Except, Pass detected."
src/calibre/srv/embedded.py,1,"Try, Except, Pass detected."
src/calibre/srv/render_book.py,1,Using Comment to parse untrusted XML data is known to be vulnerable to XML attacks. Replace Comment with the equivalent defusedxml package.
src/calibre/devices/cli.py,1,"Try, Except, Pass detected."
src/calibre/devices/cli.py,1,"Try, Except, Continue detected."
src/calibre/devices/__init__.py,1,"Try, Except, Continue detected."
src/calibre/devices/__init__.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,Consider possible security implications associated with subprocess module.
src/calibre/devices/usbms/device.py,1,subprocess call - check for execution of untrusted input.
src/calibre/devices/usbms/device.py,1,Starting a process with a partial executable path
src/calibre/devices/usbms/device.py,1,subprocess call - check for execution of untrusted input.
src/calibre/devices/usbms/device.py,1,"Try, Except, Continue detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,subprocess call - check for execution of untrusted input.
src/calibre/devices/usbms/device.py,1,subprocess call - check for execution of untrusted input.
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/usbms/device.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,"Try, Except, Pass detected."
src/calibre/devices/smart_device_app/driver.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/customize/conversion.py,1,"Try, Except, Pass detected."
src/calibre/customize/ui.py,1,"Try, Except, Pass detected."
src/calibre/customize/ui.py,1,"Try, Except, Pass detected."
src/calibre/customize/builtins.py,1,"Try, Except, Pass detected."
src/calibre/customize/builtins.py,1,Consider possible security implications associated with subprocess module.
src/calibre/customize/builtins.py,1,Starting a process with a partial executable path
src/calibre/customize/builtins.py,1,subprocess call - check for execution of untrusted input.
src/calibre/customize/builtins.py,1,Starting a process with a partial executable path
src/calibre/customize/builtins.py,1,subprocess call - check for execution of untrusted input.
src/calibre/gui2/add.py,1,"Try, Except, Pass detected."
src/calibre/gui2/add.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/device.py,1,"Try, Except, Pass detected."
src/calibre/gui2/tools.py,1,"Try, Except, Pass detected."
src/calibre/gui2/main.py,1,Consider possible security implications associated with subprocess module.
src/calibre/gui2/main.py,1,subprocess call - check for execution of untrusted input.
src/calibre/gui2/main.py,1,subprocess call - check for execution of untrusted input.
src/calibre/gui2/main.py,1,Consider possible security implications associated with subprocess module.
src/calibre/gui2/main.py,1,"Try, Except, Pass detected."
src/calibre/gui2/main.py,1,Consider possible security implications associated with subprocess module.
src/calibre/gui2/main.py,1,subprocess call - check for execution of untrusted input.
src/calibre/gui2/custom_column_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/custom_column_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/custom_column_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dnd.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dnd.py,1,"Try, Except, Continue detected."
src/calibre/gui2/auto_add.py,1,"Try, Except, Continue detected."
src/calibre/gui2/auto_add.py,1,"Try, Except, Pass detected."
src/calibre/gui2/auto_add.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ui.py,1,"Try, Except, Pass detected."
src/calibre/gui2/ebook_download.py,1,"Try, Except, Pass detected."
src/calibre/gui2/icon_theme.py,1,"Using escape to parse untrusted XML data is known to be vulnerable to XML attacks. Replace escape with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called."
src/calibre/gui2/__init__.py,1,Consider possible security implications associated with subprocess module.
src/calibre/gui2/__init__.py,1,subprocess call - check for execution of untrusted input.
src/calibre/gui2/__init__.py,1,Starting a process without a shell.
src/calibre/gui2/library/views.py,1,"Try, Except, Pass detected."
src/calibre/gui2/library/views.py,1,"Try, Except, Pass detected."
src/calibre/gui2/library/views.py,1,"Try, Except, Pass detected."
src/calibre/gui2/library/views.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/metadata/basic_widgets.py,1,"Try, Except, Pass detected."
src/calibre/gui2/wizard/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/wizard/__init__.py,1,"Try, Except, Pass detected."
src/calibre/gui2/wizard/__init__.py,1,"Try, Except, Pass detected."
src/calibre/gui2/viewer/printing.py,1,Consider possible security implications associated with subprocess module.
src/calibre/gui2/convert/regex_builder.py,1,"Try, Except, Pass detected."
src/calibre/gui2/convert/single.py,1,"Try, Except, Pass detected."
src/calibre/gui2/convert/bulk.py,1,"Try, Except, Pass detected."
src/calibre/gui2/convert/__init__.py,1,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
src/calibre/gui2/convert/__init__.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/gutenberg_plugin.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/gui2/store/stores/bubok_portugal_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/kobo_plugin.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/gui2/store/stores/baen_webscription_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/mills_boon_uk_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/ebookshoppe_uk_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/weightless_books_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/libri_de_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/beam_ebooks_de_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/swiatebookow_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/woblink_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/bn_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/wolnelektury_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/amazon_fr_plugin.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/gui2/store/stores/amazon_es_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/amazon_es_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/empik_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/manybooks_plugin.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/gui2/store/stores/smashwords_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/smashwords_plugin.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/gui2/store/stores/legimi_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/litres_plugin.py,1,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.
src/calibre/gui2/store/stores/litres_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/litres_plugin.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/gui2/store/stores/biblio_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/bubok_publishing_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/nexto_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/amazon_it_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/amazon_it_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/google_books_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/publio_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/ebook_nl_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/chitanka_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/rw2010_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/virtualo_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/store/stores/ebookpoint_plugin.py,1,Using html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace html with the equivalent defusedxml package.
src/calibre/gui2/tag_browser/view.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/quickview.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/quickview.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/template_dialog.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/template_dialog.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/main.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/main.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/plugins.py,1,"Try, Except, Continue detected."
src/calibre/gui2/preferences/metadata_sources.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/convert.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/choose_library.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/edit_metadata.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/edit_metadata.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/db/cache.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/fts/text.py,1,Consider possible security implications associated with subprocess module.
imgsrc/generate.py,1,Consider possible security implications associated with subprocess module.
imgsrc/generate.py,1,subprocess call - check for execution of untrusted input.
imgsrc/generate.py,1,Starting a process with a partial executable path
imgsrc/generate.py,1,subprocess call - check for execution of untrusted input.
